Suburb	PostCode	State	BSPname
EASTERN SUBURBS MC	1323	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1324	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1325	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1326	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1327	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1328	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1329	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1330	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1331	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1332	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1333	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	1334	NSW	SYDNEY BOXES
POTTS POINT	1335	NSW	WATERLOO
KINGS CROSS	1340	NSW	WATERLOO
WOOLLAHRA	1350	NSW	WATERLOO
BONDI JUNCTION	1355	NSW	WATERLOO
DOUBLE BAY	1360	NSW	WATERLOO
ATO ACTIVITY STATEMENTS	1391	NSW	SYDNEY BOXES
BROADWAY	1401	NSW	SYDNEY STREETS
SOUTHERN SUBURBS MC	1416	NSW	BURWOOD
SOUTHERN SUBURBS MC	1419	NSW	BURWOOD
STRAWBERRY HILLS	1420	NSW	WATERLOO
STRAWBERRY HILLS	1421	NSW	WATERLOO
STRAWBERRY HILLS	1422	NSW	WATERLOO
STRAWBERRY HILLS	1423	NSW	WATERLOO
STRAWBERRY HILLS	1424	NSW	WATERLOO
STRAWBERRY HILLS	1425	NSW	WATERLOO
STRAWBERRY HILLS	1426	NSW	WATERLOO
STRAWBERRY HILLS	1427	NSW	WATERLOO
STRAWBERRY HILLS	1428	NSW	WATERLOO
STRAWBERRY HILLS	1429	NSW	WATERLOO
EVELEIGH	1430	NSW	ALEXANDRIA
ALEXANDRIA	1435	NSW	ALEXANDRIA
WATERLOO	1440	NSW	WATERLOO
ROSEBERY	1445	NSW	ALEXANDRIA
CAMPERDOWN	1450	NSW	ALEXANDRIA
BOTANY	1455	NSW	ALEXANDRIA
MASCOT	1460	NSW	ALEXANDRIA
KENSINGTON	1465	NSW	ALEXANDRIA
UNSW SYDNEY	1466	NSW	ALEXANDRIA
DRUMMOYNE	1470	NSW	PARRAMATTA
MARRICKVILLE	1475	NSW	ALEXANDRIA
KINGSGROVE	1480	NSW	BURWOOD
HURSTVILLE BC	1481	NSW	BURWOOD
KINGSGROVE DC	1484	NSW	BURWOOD
KOGARAH	1485	NSW	BURWOOD
KOGARAH	1487	NSW	BURWOOD
MIRANDA	1490	NSW	ILLAWARRA
HURSTVILLE	1493	NSW	BURWOOD
CARINGBAH	1495	NSW	ILLAWARRA
SUTHERLAND	1499	NSW	ILLAWARRA
WEST CHATSWOOD	1515	NSW	ST LEONARDS
NORTHBRIDGE	1560	NSW	ST LEONARDS
MILSONS POINT	1565	NSW	ST LEONARDS
ARTARMON	1570	NSW	ST LEONARDS
CROWS NEST	1582	NSW	ST LEONARDS
CROWS NEST	1585	NSW	ST LEONARDS
ST LEONARDS	1590	NSW	ST LEONARDS
LANE COVE	1595	NSW	ST LEONARDS
LANE COVE	1597	NSW	ST LEONARDS
LANE COVE DC	1602	NSW	ST LEONARDS
HORNSBY	1630	NSW	PYMBLE
HORNSBY WESTFIELD	1635	NSW	PYMBLE
FRENCHS FOREST	1639	NSW	FRENCHS FOREST
FRENCHS FOREST	1640	NSW	FRENCHS FOREST
MANLY	1655	NSW	FRENCHS FOREST
MONA VALE	1658	NSW	FRENCHS FOREST
MONA VALE	1660	NSW	FRENCHS FOREST
NORTH RYDE BC	1670	NSW	PYMBLE
NORTH RYDE	1671	NSW	PYMBLE
GLADESVILLE	1675	NSW	ST LEONARDS
RYDE	1680	NSW	PYMBLE
WEST RYDE	1685	NSW	PYMBLE
NORTHERN SUBURBS MC	1690	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1691	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1692	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1693	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1694	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1695	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1696	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1697	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1698	NSW	ST LEONARDS
NORTHERN SUBURBS MC	1699	NSW	ST LEONARDS
ERMINGTON	1700	NSW	PARRAMATTA
RYDALMERE BC	1701	NSW	PARRAMATTA
EPPING	1710	NSW	PYMBLE
EPPING	1712	NSW	PYMBLE
PENNANT HILLS	1715	NSW	PYMBLE
SEVEN HILLS	1730	NSW	SEVEN HILLS
PARRAMATTA	1740	NSW	PARRAMATTA
PARRAMATTA	1741	NSW	PARRAMATTA
NORTH PARRAMATTA	1750	NSW	PARRAMATTA
BAULKHAM HILLS	1755	NSW	SEVEN HILLS
CASTLE HILL	1765	NSW	SEVEN HILLS
PENNANT HILLS	1771	NSW	PYMBLE
SEVEN HILLS MC	1781	NSW	SEVEN HILLS
ST MARYS	1790	NSW	NEPEAN
PENRITH SOUTH DC	1797	NSW	NEPEAN
ASHFIELD	1800	NSW	PARRAMATTA
BURWOOD	1805	NSW	PARRAMATTA
SILVERWATER	1811	NSW	PARRAMATTA
STRATHFIELD	1816	NSW	PARRAMATTA
STRATHFIELD	1819	NSW	PARRAMATTA
LIDCOMBE	1825	NSW	PARRAMATTA
LIDCOMBE	1826	NSW	PARRAMATTA
GRANVILLE	1830	NSW	LEIGHTONFIELD
GRANVILLE	1831	NSW	LEIGHTONFIELD
AUBURN	1835	NSW	LEIGHTONFIELD
GUILDFORD	1848	NSW	LEIGHTONFIELD
WETHERILL PARK DC	1851	NSW	LEIGHTONFIELD
FAIRFIELD	1860	NSW	LEIGHTONFIELD
LIVERPOOL	1871	NSW	INGLEBURN
MOOREBANK	1875	NSW	INGLEBURN
BANKSTOWN	1885	NSW	LEIGHTONFIELD
BANKSTOWN	1888	NSW	LEIGHTONFIELD
INGLEBURN	1890	NSW	INGLEBURN
MILPERRA	1891	NSW	LEIGHTONFIELD
LEIGHTONFIELD MC	1900	NSW	LEIGHTONFIELD
LEIGHTONFIELD MC	1902	NSW	LEIGHTONFIELD
BARANGAROO	2000	NSW	SYDNEY STREETS
DAWES POINT	2000	NSW	SYDNEY STREETS
HAYMARKET	2000	NSW	SYDNEY STREETS
MILLERS POINT	2000	NSW	SYDNEY STREETS
PARLIAMENT HOUSE	2000	NSW	SYDNEY STREETS
SYDNEY	2000	NSW	SYDNEY STREETS
SYDNEY SOUTH	2000	NSW	SYDNEY STREETS
THE ROCKS	2000	NSW	SYDNEY STREETS
SYDNEY	2001	NSW	SYDNEY BOXES
WORLD SQUARE	2002	NSW	SYDNEY STREETS
ALEXANDRIA MC	2004	NSW	SYDNEY BOXES
EASTERN SUBURBS MC	2004	NSW	SYDNEY BOXES
THE UNIVERSITY OF SYDNEY	2006	NSW	SYDNEY STREETS
BROADWAY	2007	NSW	SYDNEY STREETS
ULTIMO	2007	NSW	SYDNEY STREETS
CHIPPENDALE	2008	NSW	WATERLOO
DARLINGTON	2008	NSW	WATERLOO
PYRMONT	2009	NSW	SYDNEY STREETS
DARLINGHURST	2010	NSW	WATERLOO
SURRY HILLS	2010	NSW	WATERLOO
ELIZABETH BAY	2011	NSW	WATERLOO
HMAS KUTTABUL	2011	NSW	WATERLOO
POTTS POINT	2011	NSW	WATERLOO
RUSHCUTTERS BAY	2011	NSW	WATERLOO
WOOLLOOMOOLOO	2011	NSW	WATERLOO
STRAWBERRY HILLS	2012	NSW	WATERLOO
STRAWBERRY HILLS	2013	NSW	WATERLOO
ALEXANDRIA	2015	NSW	ALEXANDRIA
BEACONSFIELD	2015	NSW	ALEXANDRIA
EVELEIGH	2015	NSW	ALEXANDRIA
REDFERN	2016	NSW	WATERLOO
WATERLOO	2017	NSW	WATERLOO
ZETLAND	2017	NSW	WATERLOO
EASTLAKES	2018	NSW	ALEXANDRIA
ROSEBERY	2018	NSW	ALEXANDRIA
BANKSMEADOW	2019	NSW	ALEXANDRIA
BOTANY	2019	NSW	ALEXANDRIA
MASCOT	2020	NSW	ALEXANDRIA
SYDNEY DOMESTIC AIRPORT	2020	NSW	ALEXANDRIA
SYDNEY INTERNATIONAL AIRPORT	2020	NSW	ALEXANDRIA
CENTENNIAL PARK	2021	NSW	WATERLOO
MOORE PARK	2021	NSW	WATERLOO
PADDINGTON	2021	NSW	WATERLOO
BONDI JUNCTION	2022	NSW	WATERLOO
BONDI JUNCTION PLAZA	2022	NSW	WATERLOO
QUEENS PARK	2022	NSW	WATERLOO
BELLEVUE HILL	2023	NSW	WATERLOO
BRONTE	2024	NSW	WATERLOO
WAVERLEY	2024	NSW	WATERLOO
WOOLLAHRA	2025	NSW	WATERLOO
BONDI	2026	NSW	WATERLOO
BONDI BEACH	2026	NSW	WATERLOO
NORTH BONDI	2026	NSW	WATERLOO
TAMARAMA	2026	NSW	WATERLOO
DARLING POINT	2027	NSW	WATERLOO
EDGECLIFF	2027	NSW	WATERLOO
HMAS RUSHCUTTERS	2027	NSW	WATERLOO
POINT PIPER	2027	NSW	WATERLOO
DOUBLE BAY	2028	NSW	WATERLOO
ROSE BAY	2029	NSW	WATERLOO
DOVER HEIGHTS	2030	NSW	WATERLOO
HMAS WATSON	2030	NSW	WATERLOO
ROSE BAY NORTH	2030	NSW	WATERLOO
VAUCLUSE	2030	NSW	WATERLOO
WATSONS BAY	2030	NSW	WATERLOO
CLOVELLY	2031	NSW	WATERLOO
CLOVELLY WEST	2031	NSW	WATERLOO
RANDWICK	2031	NSW	WATERLOO
ST PAULS	2031	NSW	WATERLOO
DACEYVILLE	2032	NSW	ALEXANDRIA
KINGSFORD	2032	NSW	ALEXANDRIA
KENSINGTON	2033	NSW	ALEXANDRIA
COOGEE	2034	NSW	ALEXANDRIA
SOUTH COOGEE	2034	NSW	ALEXANDRIA
MAROUBRA	2035	NSW	ALEXANDRIA
MAROUBRA SOUTH	2035	NSW	ALEXANDRIA
PAGEWOOD	2035	NSW	ALEXANDRIA
CHIFLEY	2036	NSW	ALEXANDRIA
EASTGARDENS	2036	NSW	ALEXANDRIA
HILLSDALE	2036	NSW	ALEXANDRIA
LA PEROUSE	2036	NSW	ALEXANDRIA
LITTLE BAY	2036	NSW	ALEXANDRIA
MALABAR	2036	NSW	ALEXANDRIA
MATRAVILLE	2036	NSW	ALEXANDRIA
PHILLIP BAY	2036	NSW	ALEXANDRIA
PORT BOTANY	2036	NSW	ALEXANDRIA
FOREST LODGE	2037	NSW	ALEXANDRIA
GLEBE	2037	NSW	ALEXANDRIA
ANNANDALE	2038	NSW	ALEXANDRIA
ROZELLE	2039	NSW	ALEXANDRIA
LEICHHARDT	2040	NSW	ALEXANDRIA
LILYFIELD	2040	NSW	ALEXANDRIA
BALMAIN	2041	NSW	ALEXANDRIA
BALMAIN EAST	2041	NSW	ALEXANDRIA
BIRCHGROVE	2041	NSW	ALEXANDRIA
ENMORE	2042	NSW	ALEXANDRIA
NEWTOWN	2042	NSW	ALEXANDRIA
ERSKINEVILLE	2043	NSW	ALEXANDRIA
ST PETERS	2044	NSW	ALEXANDRIA
SYDENHAM	2044	NSW	ALEXANDRIA
TEMPE	2044	NSW	ALEXANDRIA
HABERFIELD	2045	NSW	PARRAMATTA
ABBOTSFORD	2046	NSW	PARRAMATTA
CANADA BAY	2046	NSW	PARRAMATTA
CHISWICK	2046	NSW	PARRAMATTA
FIVE DOCK	2046	NSW	PARRAMATTA
RODD POINT	2046	NSW	PARRAMATTA
RUSSELL LEA	2046	NSW	PARRAMATTA
WAREEMBA	2046	NSW	PARRAMATTA
DRUMMOYNE	2047	NSW	PARRAMATTA
STANMORE	2048	NSW	ALEXANDRIA
WESTGATE	2048	NSW	ALEXANDRIA
LEWISHAM	2049	NSW	ALEXANDRIA
PETERSHAM	2049	NSW	ALEXANDRIA
PETERSHAM NORTH	2049	NSW	ALEXANDRIA
CAMPERDOWN	2050	NSW	ALEXANDRIA
MISSENDEN ROAD	2050	NSW	ALEXANDRIA
UNSW SYDNEY	2052	NSW	ALEXANDRIA
NORTH SYDNEY	2055	NSW	ST LEONARDS
CHATSWOOD	2057	NSW	ST LEONARDS
NORTHERN SUBURBS MC	2058	NSW	ST LEONARDS
NORTH SYDNEY	2059	NSW	ST LEONARDS
HMAS PLATYPUS	2060	NSW	ST LEONARDS
HMAS WATERHEN	2060	NSW	ST LEONARDS
LAVENDER BAY	2060	NSW	ST LEONARDS
MCMAHONS POINT	2060	NSW	ST LEONARDS
NORTH SYDNEY	2060	NSW	ST LEONARDS
NORTH SYDNEY SHOPPINGWORLD	2060	NSW	ST LEONARDS
WAVERTON	2060	NSW	ST LEONARDS
KIRRIBILLI	2061	NSW	ST LEONARDS
MILSONS POINT	2061	NSW	ST LEONARDS
CAMMERAY	2062	NSW	ST LEONARDS
NORTHBRIDGE	2063	NSW	ST LEONARDS
ARTARMON	2064	NSW	ST LEONARDS
CROWS NEST	2065	NSW	ST LEONARDS
GREENWICH	2065	NSW	ST LEONARDS
NAREMBURN	2065	NSW	ST LEONARDS
ROYAL NORTH SHORE HOSPITAL	2065	NSW	ST LEONARDS
ST LEONARDS	2065	NSW	ST LEONARDS
WOLLSTONECRAFT	2065	NSW	ST LEONARDS
LANE COVE	2066	NSW	ST LEONARDS
LANE COVE NORTH	2066	NSW	ST LEONARDS
LANE COVE WEST	2066	NSW	ST LEONARDS
LINLEY POINT	2066	NSW	ST LEONARDS
LONGUEVILLE	2066	NSW	ST LEONARDS
NORTHWOOD	2066	NSW	ST LEONARDS
RIVERVIEW	2066	NSW	ST LEONARDS
CHATSWOOD	2067	NSW	ST LEONARDS
CHATSWOOD WEST	2067	NSW	ST LEONARDS
CASTLECRAG	2068	NSW	ST LEONARDS
MIDDLE COVE	2068	NSW	ST LEONARDS
NORTH WILLOUGHBY	2068	NSW	ST LEONARDS
WILLOUGHBY	2068	NSW	ST LEONARDS
WILLOUGHBY EAST	2068	NSW	ST LEONARDS
WILLOUGHBY NORTH	2068	NSW	ST LEONARDS
CASTLE COVE	2069	NSW	ST LEONARDS
ROSEVILLE	2069	NSW	ST LEONARDS
ROSEVILLE CHASE	2069	NSW	ST LEONARDS
EAST LINDFIELD	2070	NSW	ST LEONARDS
LINDFIELD	2070	NSW	ST LEONARDS
LINDFIELD WEST	2070	NSW	ST LEONARDS
EAST KILLARA	2071	NSW	ST LEONARDS
KILLARA	2071	NSW	ST LEONARDS
GORDON	2072	NSW	PYMBLE
PYMBLE	2073	NSW	PYMBLE
WEST PYMBLE	2073	NSW	PYMBLE
NORTH TURRAMURRA	2074	NSW	PYMBLE
SOUTH TURRAMURRA	2074	NSW	PYMBLE
TURRAMURRA	2074	NSW	PYMBLE
WARRAWEE	2074	NSW	PYMBLE
ST IVES	2075	NSW	PYMBLE
ST IVES CHASE	2075	NSW	PYMBLE
NORMANHURST	2076	NSW	PYMBLE
NORTH WAHROONGA	2076	NSW	PYMBLE
WAHROONGA	2076	NSW	PYMBLE
ASQUITH	2077	NSW	PYMBLE
HORNSBY	2077	NSW	PYMBLE
HORNSBY HEIGHTS	2077	NSW	PYMBLE
WAITARA	2077	NSW	PYMBLE
MOUNT COLAH	2079	NSW	PYMBLE
MOUNT KURING-GAI	2080	NSW	PYMBLE
BEROWRA	2081	NSW	PYMBLE
COWAN	2081	NSW	PYMBLE
BEROWRA CREEK	2082	NSW	PYMBLE
BEROWRA HEIGHTS	2082	NSW	PYMBLE
BEROWRA WATERS	2082	NSW	PYMBLE
BAR POINT	2083	NSW	PYMBLE
BROOKLYN	2083	NSW	PYMBLE
CHEERO POINT	2083	NSW	PYMBLE
COGRA BAY	2083	NSW	PYMBLE
DANGAR ISLAND	2083	NSW	PYMBLE
MILSONS PASSAGE	2083	NSW	PYMBLE
MOONEY MOONEY	2083	NSW	PYMBLE
COTTAGE POINT	2084	NSW	FRENCHS FOREST
DUFFYS FOREST	2084	NSW	FRENCHS FOREST
TERREY HILLS	2084	NSW	FRENCHS FOREST
BELROSE	2085	NSW	FRENCHS FOREST
BELROSE WEST	2085	NSW	FRENCHS FOREST
DAVIDSON	2085	NSW	FRENCHS FOREST
FRENCHS FOREST	2086	NSW	FRENCHS FOREST
FRENCHS FOREST EAST	2086	NSW	FRENCHS FOREST
FORESTVILLE	2087	NSW	FRENCHS FOREST
KILLARNEY HEIGHTS	2087	NSW	FRENCHS FOREST
MOSMAN	2088	NSW	ST LEONARDS
SPIT JUNCTION	2088	NSW	ST LEONARDS
KURRABA POINT	2089	NSW	ST LEONARDS
NEUTRAL BAY	2089	NSW	ST LEONARDS
NEUTRAL BAY JUNCTION	2089	NSW	ST LEONARDS
CREMORNE	2090	NSW	ST LEONARDS
CREMORNE JUNCTION	2090	NSW	ST LEONARDS
CREMORNE POINT	2090	NSW	ST LEONARDS
HMAS PENGUIN	2091	NSW	ST LEONARDS
SEAFORTH	2092	NSW	FRENCHS FOREST
BALGOWLAH	2093	NSW	FRENCHS FOREST
BALGOWLAH HEIGHTS	2093	NSW	FRENCHS FOREST
CLONTARF	2093	NSW	FRENCHS FOREST
MANLY VALE	2093	NSW	FRENCHS FOREST
NORTH BALGOWLAH	2093	NSW	FRENCHS FOREST
FAIRLIGHT	2094	NSW	FRENCHS FOREST
MANLY	2095	NSW	FRENCHS FOREST
MANLY EAST	2095	NSW	FRENCHS FOREST
CURL CURL	2096	NSW	FRENCHS FOREST
FRESHWATER	2096	NSW	FRENCHS FOREST
QUEENSCLIFF	2096	NSW	FRENCHS FOREST
COLLAROY	2097	NSW	FRENCHS FOREST
COLLAROY BEACH	2097	NSW	FRENCHS FOREST
COLLAROY PLATEAU	2097	NSW	FRENCHS FOREST
WHEELER HEIGHTS	2097	NSW	FRENCHS FOREST
CROMER	2099	NSW	FRENCHS FOREST
DEE WHY	2099	NSW	FRENCHS FOREST
NARRAWEENA	2099	NSW	FRENCHS FOREST
NORTH CURL CURL	2099	NSW	FRENCHS FOREST
ALLAMBIE HEIGHTS	2100	NSW	FRENCHS FOREST
BEACON HILL	2100	NSW	FRENCHS FOREST
BROOKVALE	2100	NSW	FRENCHS FOREST
NORTH MANLY	2100	NSW	FRENCHS FOREST
OXFORD FALLS	2100	NSW	FRENCHS FOREST
WARRINGAH MALL	2100	NSW	FRENCHS FOREST
ELANORA HEIGHTS	2101	NSW	FRENCHS FOREST
INGLESIDE	2101	NSW	FRENCHS FOREST
NARRABEEN	2101	NSW	FRENCHS FOREST
NORTH NARRABEEN	2101	NSW	FRENCHS FOREST
WARRIEWOOD	2102	NSW	FRENCHS FOREST
WARRIEWOOD SHOPPING SQUARE	2102	NSW	FRENCHS FOREST
MONA VALE	2103	NSW	FRENCHS FOREST
BAYVIEW	2104	NSW	FRENCHS FOREST
CHURCH POINT	2105	NSW	FRENCHS FOREST
ELVINA BAY	2105	NSW	FRENCHS FOREST
LOVETT BAY	2105	NSW	FRENCHS FOREST
MORNING BAY	2105	NSW	FRENCHS FOREST
SCOTLAND ISLAND	2105	NSW	FRENCHS FOREST
NEWPORT	2106	NSW	FRENCHS FOREST
NEWPORT BEACH	2106	NSW	FRENCHS FOREST
AVALON	2107	NSW	FRENCHS FOREST
AVALON BEACH	2107	NSW	FRENCHS FOREST
BILGOLA	2107	NSW	FRENCHS FOREST
CLAREVILLE	2107	NSW	FRENCHS FOREST
WHALE BEACH	2107	NSW	FRENCHS FOREST
COASTERS RETREAT	2108	NSW	FRENCHS FOREST
GREAT MACKEREL BEACH	2108	NSW	FRENCHS FOREST
PALM BEACH	2108	NSW	FRENCHS FOREST
MACQUARIE UNIVERSITY	2109	NSW	PYMBLE
HUNTERS HILL	2110	NSW	ST LEONARDS
WOOLWICH	2110	NSW	ST LEONARDS
BORONIA PARK	2111	NSW	ST LEONARDS
GLADESVILLE	2111	NSW	ST LEONARDS
HENLEY	2111	NSW	ST LEONARDS
HUNTLEYS COVE	2111	NSW	ST LEONARDS
HUNTLEYS POINT	2111	NSW	ST LEONARDS
MONASH PARK	2111	NSW	ST LEONARDS
TENNYSON POINT	2111	NSW	ST LEONARDS
DENISTONE EAST	2112	NSW	PYMBLE
PUTNEY	2112	NSW	PYMBLE
RYDE	2112	NSW	PYMBLE
BLENHEIM ROAD	2113	NSW	PYMBLE
EAST RYDE	2113	NSW	PYMBLE
MACQUARIE CENTRE	2113	NSW	PYMBLE
MACQUARIE PARK	2113	NSW	PYMBLE
NORTH RYDE	2113	NSW	PYMBLE
DENISTONE	2114	NSW	PYMBLE
DENISTONE WEST	2114	NSW	PYMBLE
MEADOWBANK	2114	NSW	PYMBLE
MELROSE PARK	2114	NSW	PYMBLE
WEST RYDE	2114	NSW	PYMBLE
ERMINGTON	2115	NSW	PARRAMATTA
RYDALMERE	2116	NSW	PARRAMATTA
DUNDAS	2117	NSW	PARRAMATTA
DUNDAS VALLEY	2117	NSW	PARRAMATTA
OATLANDS	2117	NSW	PARRAMATTA
TELOPEA	2117	NSW	PARRAMATTA
CARLINGFORD	2118	NSW	PYMBLE
CARLINGFORD COURT	2118	NSW	PYMBLE
CARLINGFORD NORTH	2118	NSW	PYMBLE
KINGSDENE	2118	NSW	PYMBLE
BEECROFT	2119	NSW	PYMBLE
CHELTENHAM	2119	NSW	PYMBLE
PENNANT HILLS	2120	NSW	PYMBLE
THORNLEIGH	2120	NSW	PYMBLE
WESTLEIGH	2120	NSW	PYMBLE
EPPING	2121	NSW	PYMBLE
NORTH EPPING	2121	NSW	PYMBLE
EASTWOOD	2122	NSW	PYMBLE
MARSFIELD	2122	NSW	PYMBLE
PARRAMATTA	2123	NSW	PARRAMATTA
PARRAMATTA	2124	NSW	PARRAMATTA
WEST PENNANT HILLS	2125	NSW	SEVEN HILLS
CHERRYBROOK	2126	NSW	SEVEN HILLS
NEWINGTON	2127	NSW	PARRAMATTA
SYDNEY OLYMPIC PARK	2127	NSW	PARRAMATTA
WENTWORTH POINT	2127	NSW	PARRAMATTA
SILVERWATER	2128	NSW	PARRAMATTA
SYDNEY MARKETS	2129	NSW	PARRAMATTA
SUMMER HILL	2130	NSW	PARRAMATTA
ASHFIELD	2131	NSW	PARRAMATTA
CROYDON	2132	NSW	PARRAMATTA
CROYDON PARK	2133	NSW	PARRAMATTA
ENFIELD SOUTH	2133	NSW	PARRAMATTA
BURWOOD	2134	NSW	PARRAMATTA
BURWOOD NORTH	2134	NSW	PARRAMATTA
STRATHFIELD	2135	NSW	PARRAMATTA
BURWOOD HEIGHTS	2136	NSW	PARRAMATTA
ENFIELD	2136	NSW	PARRAMATTA
STRATHFIELD SOUTH	2136	NSW	PARRAMATTA
BREAKFAST POINT	2137	NSW	PARRAMATTA
CABARITA	2137	NSW	PARRAMATTA
CONCORD	2137	NSW	PARRAMATTA
MORTLAKE	2137	NSW	PARRAMATTA
NORTH STRATHFIELD	2137	NSW	PARRAMATTA
CONCORD WEST	2138	NSW	PARRAMATTA
LIBERTY GROVE	2138	NSW	PARRAMATTA
RHODES	2138	NSW	PARRAMATTA
CONCORD REPATRIATION HOSPITAL	2139	NSW	PARRAMATTA
HOMEBUSH	2140	NSW	PARRAMATTA
HOMEBUSH SOUTH	2140	NSW	PARRAMATTA
HOMEBUSH WEST	2140	NSW	PARRAMATTA
BERALA	2141	NSW	PARRAMATTA
LIDCOMBE	2141	NSW	PARRAMATTA
LIDCOMBE NORTH	2141	NSW	PARRAMATTA
ROOKWOOD	2141	NSW	PARRAMATTA
BLAXCELL	2142	NSW	LEIGHTONFIELD
CAMELLIA	2142	NSW	LEIGHTONFIELD
CLYDE	2142	NSW	LEIGHTONFIELD
GRANVILLE	2142	NSW	LEIGHTONFIELD
HOLROYD	2142	NSW	LEIGHTONFIELD
ROSEHILL	2142	NSW	LEIGHTONFIELD
SOUTH GRANVILLE	2142	NSW	LEIGHTONFIELD
BIRRONG	2143	NSW	LEIGHTONFIELD
POTTS HILL	2143	NSW	LEIGHTONFIELD
REGENTS PARK	2143	NSW	LEIGHTONFIELD
AUBURN	2144	NSW	LEIGHTONFIELD
CONSTITUTION HILL	2145	NSW	SEVEN HILLS
GIRRAWEEN	2145	NSW	SEVEN HILLS
GREYSTANES	2145	NSW	SEVEN HILLS
MAYS HILL	2145	NSW	SEVEN HILLS
PEMULWUY	2145	NSW	SEVEN HILLS
PENDLE HILL	2145	NSW	SEVEN HILLS
SOUTH WENTWORTHVILLE	2145	NSW	SEVEN HILLS
WENTWORTHVILLE	2145	NSW	SEVEN HILLS
WESTMEAD	2145	NSW	SEVEN HILLS
OLD TOONGABBIE	2146	NSW	SEVEN HILLS
TOONGABBIE	2146	NSW	SEVEN HILLS
TOONGABBIE EAST	2146	NSW	SEVEN HILLS
KINGS LANGLEY	2147	NSW	SEVEN HILLS
LALOR PARK	2147	NSW	SEVEN HILLS
SEVEN HILLS	2147	NSW	SEVEN HILLS
SEVEN HILLS WEST	2147	NSW	SEVEN HILLS
ARNDELL PARK	2148	NSW	SEVEN HILLS
BLACKTOWN	2148	NSW	SEVEN HILLS
BLACKTOWN WESTPOINT	2148	NSW	SEVEN HILLS
HUNTINGWOOD	2148	NSW	SEVEN HILLS
KINGS PARK	2148	NSW	SEVEN HILLS
MARAYONG	2148	NSW	SEVEN HILLS
PROSPECT	2148	NSW	SEVEN HILLS
HARRIS PARK	2150	NSW	PARRAMATTA
PARRAMATTA	2150	NSW	PARRAMATTA
PARRAMATTA WESTFIELD	2150	NSW	PARRAMATTA
NORTH PARRAMATTA	2151	NSW	PARRAMATTA
NORTH ROCKS	2151	NSW	PARRAMATTA
NORTHMEAD	2152	NSW	SEVEN HILLS
BAULKHAM HILLS	2153	NSW	SEVEN HILLS
BELLA VISTA	2153	NSW	SEVEN HILLS
WINSTON HILLS	2153	NSW	SEVEN HILLS
CASTLE HILL	2154	NSW	SEVEN HILLS
BEAUMONT HILLS	2155	NSW	SEVEN HILLS
KELLYVILLE	2155	NSW	SEVEN HILLS
KELLYVILLE RIDGE	2155	NSW	SEVEN HILLS
ROUSE HILL	2155	NSW	SEVEN HILLS
ANNANGROVE	2156	NSW	SEVEN HILLS
GLENHAVEN	2156	NSW	SEVEN HILLS
KENTHURST	2156	NSW	SEVEN HILLS
CANOELANDS	2157	NSW	SEVEN HILLS
FOREST GLEN	2157	NSW	SEVEN HILLS
GLENORIE	2157	NSW	SEVEN HILLS
DURAL	2158	NSW	SEVEN HILLS
MIDDLE DURAL	2158	NSW	SEVEN HILLS
ROUND CORNER	2158	NSW	SEVEN HILLS
ARCADIA	2159	NSW	SEVEN HILLS
BERRILEE	2159	NSW	SEVEN HILLS
FIDDLETOWN	2159	NSW	SEVEN HILLS
GALSTON	2159	NSW	SEVEN HILLS
MERRYLANDS	2160	NSW	LEIGHTONFIELD
MERRYLANDS WEST	2160	NSW	LEIGHTONFIELD
GUILDFORD	2161	NSW	LEIGHTONFIELD
GUILDFORD WEST	2161	NSW	LEIGHTONFIELD
OLD GUILDFORD	2161	NSW	LEIGHTONFIELD
YENNORA	2161	NSW	LEIGHTONFIELD
CHESTER HILL	2162	NSW	LEIGHTONFIELD
SEFTON	2162	NSW	LEIGHTONFIELD
CARRAMAR	2163	NSW	LEIGHTONFIELD
LANSDOWNE	2163	NSW	LEIGHTONFIELD
VILLAWOOD	2163	NSW	LEIGHTONFIELD
SMITHFIELD	2164	NSW	LEIGHTONFIELD
SMITHFIELD WEST	2164	NSW	LEIGHTONFIELD
WETHERILL PARK	2164	NSW	LEIGHTONFIELD
WOODPARK	2164	NSW	LEIGHTONFIELD
FAIRFIELD	2165	NSW	LEIGHTONFIELD
FAIRFIELD EAST	2165	NSW	LEIGHTONFIELD
